date;first_name;gender;product_name;category;price;quantity;revenue;customer_country;platform;marketing_channel;nps_score
8/26/2024;Osmund;Male;Notion Second Brain;Course;77;3;231;Tanzania;Teachable;Organic Search;9
3/29/2025;Melicent;Female;Webinar: Launch Your First Course;Webinar;68;5;340;Sweden;Kajabi;TikTok;10
07/12/2024;Barnard;Male;AI Course for Beginners;Webinar;90;1;90;Ukraine;Kajabi;TikTok;0
10/07/2024;Kerwin;Male;Ultimate Planner Hub;Subscription;80;3;240;Russia;Gumroad;Instagram;9
2/27/2025;Dionis;Female;Content Calendar Pro;Subscription;59;1;59;Palestinian Territory;Gumroad;Email;7
01/08/2025;Kipper;Male;Masterclass: Digital Marketing;Subscription;131;4;524;Indonesia;Kajabi;YouTube;1
3/22/2025;Kermie;Male;AI Course for Beginners;Coaching Program;33;3;99;Sweden;Shopify;Affiliate;1
12/22/2024;Matilde;Female;Project Management Toolkit;Webinar;80;4;320;Finland;Direct;Email;0
12/24/2024;Lorin;Male;Content Calendar Pro;Webinar;134;4;536;Peru;ClickFunnels;TikTok;1
3/16/2025;Tirrell;Male;Content Calendar Pro;Webinar;78;3;234;Russia;ClickFunnels;Instagram;4
11/11/2024;Corie;Female;Masterclass: Digital Marketing;E-book;110;2;220;Honduras;Gumroad;Affiliate;9
10/27/2024;Aila;Female;Masterclass: Digital Marketing;Subscription;107;4;428;Japan;Kajabi;Paid Ads;9
12/07/2024;Olia;Female;Financial Tracker;Subscription;104;1;104;Indonesia;Direct;Instagram;0
1/23/2025;Meriel;Female;Financial Tracker;Coaching Program;72;1;72;Sri Lanka;Teachable;Paid Ads;7
1/31/2025;Dwayne;Male;Habit Tracker for Creators;Coaching Program;134;2;268;Indonesia;Gumroad;Affiliate;6
04/09/2025;Shane;Female;Masterclass: Digital Marketing;E-book;68;5;340;Portugal;Kajabi;Facebook Ads;0
5/19/2025;Ashley;Female;Project Management Toolkit;Course;87;3;261;Colombia;Gumroad;Facebook Ads;9
12/27/2024;Ashil;Polygender;Ultimate Planner Hub;Coaching Program;22;3;66;Portugal;Shopify;Instagram;4
8/16/2024;Chilton;Male;Webinar: Launch Your First Course;Course;62;3;186;China;Teachable;Organic Search;1
06/08/2025;Fielding;Male;Notion Second Brain;Template;129;3;387;Indonesia;Teachable;TikTok;2
7/24/2024;Maison;Male;Webinar: Launch Your First Course;Coaching Program;76;1;76;Poland;Teachable;Paid Ads;0
6/27/2024;Jory;Male;AI Course for Beginners;Template;65;2;130;China;Direct;YouTube;8
11/15/2024;Remus;Male;Productivity Booster Pack;Template;105;2;210;Sweden;Shopify;Facebook Ads;10
7/28/2024;Bernelle;Female;AI Course for Beginners;Subscription;143;2;286;Brazil;Direct;YouTube;7
01/06/2025;Cletis;Male;Masterclass: Digital Marketing;Webinar;48;4;192;China;Shopify;Facebook Ads;2
1/20/2025;Cleavland;Male;Notion Second Brain;Webinar;107;5;535;Mexico;Kajabi;Organic Search;3
4/23/2025;Izabel;Female;Notion Second Brain;Coaching Program;30;1;30;Brazil;Gumroad;YouTube;4
7/14/2024;Cristian;Male;Financial Tracker;E-book;51;2;102;Peru;Direct;Email;0
06/06/2025;Alaric;Male;Productivity Booster Pack;Subscription;117;1;117;Indonesia;Gumroad;Affiliate;5
2/24/2025;Kellyann;Non-binary;Webinar: Launch Your First Course;Coaching Program;102;2;204;China;Direct;Organic Search;6
11/11/2024;Hilly;Male;Financial Tracker;Course;89;5;445;Argentina;Direct;Affiliate;1
02/01/2025;Juliann;Female;Ultimate Planner Hub;E-book;52;2;104;Czech Republic;Gumroad;TikTok;0
06/11/2025;Anna-maria;Female;Habit Tracker for Creators;Course;50;3;150;Albania;Gumroad;Organic Search;3
7/15/2024;Woodman;Male;Masterclass: Digital Marketing;Template;73;4;292;Honduras;Direct;Affiliate;4
2/16/2025;Randy;Female;Project Management Toolkit;Subscription;59;4;236;Peru;ClickFunnels;TikTok;10
4/19/2025;Linnie;Female;Webinar: Launch Your First Course;Coaching Program;70;2;140;Mongolia;ClickFunnels;Organic Search;5
12/30/2024;Mair;Female;Webinar: Launch Your First Course;Coaching Program;33;3;99;Indonesia;ClickFunnels;Instagram;0
6/26/2024;Sanson;Male;Ultimate Planner Hub;Template;100;5;500;Philippines;Teachable;Email;3
11/26/2024;Greggory;Male;Financial Tracker;Coaching Program;95;1;95;Ivory Coast;Shopify;YouTube;3
5/28/2025;Janeva;Female;Productivity Booster Pack;E-book;64;1;64;Russia;Direct;Affiliate;6
9/29/2024;Natty;Female;AI Course for Beginners;E-book;148;1;148;Indonesia;Teachable;Organic Search;7
04/12/2025;Celene;Female;Habit Tracker for Creators;Subscription;125;3;375;Poland;Shopify;Organic Search;1
01/08/2025;Desdemona;Polygender;Productivity Booster Pack;Subscription;111;5;555;Portugal;Direct;Email;8
3/21/2025;Sylvia;Female;Habit Tracker for Creators;Webinar;22;5;110;Peru;Direct;TikTok;8
7/28/2024;Aile;Female;Productivity Booster Pack;Course;135;1;135;Indonesia;Shopify;Affiliate;7
1/31/2025;Jena;Female;Project Management Toolkit;Webinar;79;2;158;France;Gumroad;Paid Ads;5
12/08/2024;Solly;Male;Ultimate Planner Hub;Course;128;2;256;United States;Gumroad;Affiliate;10
12/10/2024;Michaeline;Female;Masterclass: Digital Marketing;Subscription;49;2;98;Russia;Direct;Facebook Ads;10
9/15/2024;Brett;Male;Habit Tracker for Creators;Course;141;3;423;Indonesia;Kajabi;Email;9
6/27/2024;Hiram;Male;Notion Second Brain;Webinar;28;3;84;Indonesia;Teachable;Organic Search;9
12/06/2024;Patrick;Male;Financial Tracker;Webinar;126;1;126;Russia;Gumroad;Paid Ads;4
12/20/2024;Ilse;Female;Ultimate Planner Hub;Subscription;35;5;175;Cuba;Direct;Affiliate;8
3/21/2025;Armstrong;Male;AI Course for Beginners;Course;102;3;306;Philippines;Shopify;YouTube;9
7/20/2024;Aurelia;Female;Content Calendar Pro;Webinar;71;3;213;Palestinian Territory;Gumroad;Affiliate;8
08/06/2024;Boycey;Male;Masterclass: Digital Marketing;Course;38;3;114;Indonesia;Teachable;Email;8
6/14/2025;Daisi;Female;Financial Tracker;Template;59;1;59;China;Shopify;Email;9
4/13/2025;Theo;Male;Webinar: Launch Your First Course;Subscription;57;2;114;Indonesia;Kajabi;Paid Ads;8
3/22/2025;Newton;Male;Content Calendar Pro;Coaching Program;114;4;456;Finland;Gumroad;Email;10
02/10/2025;Rania;Female;AI Course for Beginners;E-book;52;3;156;China;Kajabi;Instagram;10
9/21/2024;Annmaria;Female;Ultimate Planner Hub;E-book;53;1;53;Netherlands;Direct;Affiliate;6
11/08/2024;Winston;Male;Masterclass: Digital Marketing;Coaching Program;72;1;72;France;Direct;Affiliate;3
7/28/2024;Horatius;Male;Content Calendar Pro;Template;84;5;420;Indonesia;ClickFunnels;Organic Search;4
03/06/2025;Iggie;Male;Masterclass: Digital Marketing;Coaching Program;142;3;426;Myanmar;ClickFunnels;Organic Search;9
2/14/2025;Delphinia;Female;Content Calendar Pro;Template;25;4;100;Russia;ClickFunnels;Organic Search;1
07/02/2024;Anestassia;Female;Habit Tracker for Creators;E-book;121;5;605;Indonesia;Teachable;Paid Ads;10
06/08/2025;Ibbie;Female;Productivity Booster Pack;E-book;24;4;96;Chad;Direct;YouTube;2
1/29/2025;Lief;Male;Masterclass: Digital Marketing;Course;113;3;339;Ukraine;ClickFunnels;Paid Ads;10
07/10/2024;Gaultiero;Genderqueer;Productivity Booster Pack;Coaching Program;100;1;100;Portugal;ClickFunnels;Organic Search;1
7/21/2024;Wood;Male;AI Course for Beginners;Course;113;4;452;Thailand;Kajabi;Paid Ads;8
11/06/2024;Cyrillus;Male;AI Course for Beginners;Coaching Program;123;1;123;Indonesia;Direct;Organic Search;1
04/08/2025;Kathe;Female;Productivity Booster Pack;Coaching Program;21;5;105;China;Shopify;Paid Ads;10
11/28/2024;Araldo;Male;Productivity Booster Pack;Subscription;46;4;184;United States;Teachable;Email;1
12/02/2024;Homere;Male;Project Management Toolkit;Course;38;3;114;Sweden;Direct;YouTube;7
1/23/2025;Seline;Female;Productivity Booster Pack;Template;143;3;429;Philippines;Kajabi;Paid Ads;2
05/01/2025;Matias;Non-binary;Financial Tracker;Course;50;3;150;China;ClickFunnels;YouTube;1
9/24/2024;Claudian;Bigender;Project Management Toolkit;Webinar;105;1;105;Philippines;Teachable;Instagram;9
08/01/2024;Dud;Male;Masterclass: Digital Marketing;E-book;112;2;224;Peru;Gumroad;YouTube;3
05/06/2025;Camila;Female;AI Course for Beginners;Template;59;3;177;Uganda;Teachable;Facebook Ads;10
10/23/2024;Olympie;Female;Webinar: Launch Your First Course;E-book;115;3;345;Russia;ClickFunnels;Instagram;8
8/14/2024;Jori;Female;Productivity Booster Pack;Webinar;130;2;260;Finland;Gumroad;TikTok;8
02/01/2025;Linn;Female;Ultimate Planner Hub;Template;58;1;58;Russia;ClickFunnels;YouTube;9
11/23/2024;Christie;Female;Productivity Booster Pack;E-book;66;3;198;Sweden;Direct;Paid Ads;1
11/15/2024;Elenore;Female;Webinar: Launch Your First Course;Template;72;5;360;Indonesia;ClickFunnels;Affiliate;5
09/06/2024;Adorne;Genderfluid;Content Calendar Pro;Coaching Program;42;5;210;Brazil;ClickFunnels;Facebook Ads;9
3/14/2025;Timmi;Female;AI Course for Beginners;Coaching Program;38;1;38;China;Gumroad;Paid Ads;3
09/07/2024;Giuseppe;Male;AI Course for Beginners;Coaching Program;97;3;291;China;Shopify;Affiliate;1
8/26/2024;Reba;Female;Habit Tracker for Creators;Template;44;1;44;Canada;ClickFunnels;TikTok;0
4/23/2025;Birdie;Polygender;Ultimate Planner Hub;Subscription;87;3;261;Honduras;Shopify;Affiliate;2
8/25/2024;Dedie;Female;Notion Second Brain;Subscription;143;4;572;Indonesia;Direct;Affiliate;3
2/27/2025;Floyd;Male;Ultimate Planner Hub;E-book;119;2;238;Indonesia;ClickFunnels;Affiliate;2
8/16/2024;Raoul;Male;Masterclass: Digital Marketing;Webinar;73;5;365;Mexico;Gumroad;YouTube;6
01/04/2025;Tybalt;Male;Project Management Toolkit;E-book;101;4;404;Poland;Shopify;TikTok;2
12/20/2024;Bertram;Male;Masterclass: Digital Marketing;Webinar;126;4;504;Canada;Direct;YouTube;8
8/22/2024;Leona;Genderfluid;Notion Second Brain;E-book;56;3;168;Indonesia;Teachable;Instagram;2
11/02/2024;Jamison;Male;Financial Tracker;Webinar;135;4;540;Indonesia;Gumroad;Paid Ads;1
9/13/2024;Tann;Male;Webinar: Launch Your First Course;Webinar;125;1;125;Belarus;ClickFunnels;Instagram;3
8/21/2024;Doralin;Female;Ultimate Planner Hub;Subscription;45;1;45;Russia;Gumroad;Organic Search;3
03/02/2025;Chucho;Male;AI Course for Beginners;E-book;136;1;136;China;Gumroad;Facebook Ads;0
01/08/2025;Hansiain;Agender;Notion Second Brain;Template;94;5;470;Brazil;ClickFunnels;Facebook Ads;7
01/10/2025;Winona;Female;Content Calendar Pro;Template;66;1;66;Indonesia;Shopify;Organic Search;6
5/18/2025;Nanci;Female;Project Management Toolkit;Template;66;2;132;Uzbekistan;Kajabi;Instagram;8
03/05/2025;Aura;Female;Project Management Toolkit;Webinar;144;4;576;Portugal;Shopify;Facebook Ads;9
11/10/2024;Conni;Female;Content Calendar Pro;Course;72;1;72;China;ClickFunnels;Facebook Ads;5
01/11/2025;Harmonie;Female;Notion Second Brain;Subscription;141;5;705;Indonesia;Teachable;Organic Search;7
5/16/2025;Abramo;Male;Masterclass: Digital Marketing;Subscription;47;5;235;China;Teachable;Organic Search;4
8/27/2024;Vanni;Female;Webinar: Launch Your First Course;E-book;134;3;402;Norway;ClickFunnels;Paid Ads;8
2/17/2025;Chickie;Male;Project Management Toolkit;E-book;54;1;54;Chile;Kajabi;Paid Ads;1
8/19/2024;Cosme;Non-binary;AI Course for Beginners;Subscription;110;3;330;Croatia;Shopify;Facebook Ads;4
1/16/2025;Gwenni;Genderqueer;Webinar: Launch Your First Course;Subscription;37;3;111;Mexico;Teachable;Affiliate;7
10/10/2024;Donnie;Female;Content Calendar Pro;Subscription;123;2;246;Czech Republic;Teachable;Instagram;7
1/26/2025;Waring;Male;Webinar: Launch Your First Course;Coaching Program;91;3;273;France;Kajabi;Affiliate;7
01/08/2025;Isadore;Male;Webinar: Launch Your First Course;Subscription;35;5;175;Gabon;Gumroad;Paid Ads;10
4/29/2025;Forrest;Male;Project Management Toolkit;Subscription;110;3;330;Iran;ClickFunnels;TikTok;7
07/07/2024;Tamarra;Polygender;Productivity Booster Pack;Course;85;3;255;Greece;Kajabi;Email;8
6/16/2025;Melania;Female;Habit Tracker for Creators;Coaching Program;142;2;284;Portugal;Gumroad;Facebook Ads;0
12/11/2024;Yanaton;Male;Financial Tracker;Template;84;2;168;China;Teachable;YouTube;8
05/06/2025;Suzi;Female;Project Management Toolkit;Subscription;77;2;154;Philippines;Direct;Email;6
1/27/2025;Felix;Male;Webinar: Launch Your First Course;Webinar;82;5;410;Seychelles;Kajabi;Affiliate;0
6/21/2025;Dew;Male;Content Calendar Pro;Webinar;113;4;452;Ireland;Shopify;Paid Ads;5
12/25/2024;Harper;Male;Productivity Booster Pack;Subscription;70;1;70;Colombia;Direct;Affiliate;9
11/01/2024;Symon;Male;Project Management Toolkit;Course;19;3;57;China;Gumroad;Facebook Ads;8
9/14/2024;Kingston;Male;Content Calendar Pro;Template;86;2;172;France;Shopify;Organic Search;4
10/26/2024;Harvey;Male;Masterclass: Digital Marketing;Course;50;1;50;Ethiopia;ClickFunnels;Affiliate;9
7/31/2024;Lissa;Genderfluid;Notion Second Brain;Course;139;2;278;Kyrgyzstan;Direct;Paid Ads;2
8/29/2024;Nancee;Female;Financial Tracker;Coaching Program;73;1;73;Russia;Teachable;Email;0
11/17/2024;Nessi;Agender;Project Management Toolkit;Subscription;109;4;436;Indonesia;Teachable;YouTube;6
2/28/2025;Allyn;Female;Habit Tracker for Creators;Subscription;143;3;429;Peru;Gumroad;Facebook Ads;9
07/04/2024;Nanine;Female;Ultimate Planner Hub;Course;95;1;95;Brazil;ClickFunnels;Paid Ads;1
04/03/2025;Carmina;Bigender;Masterclass: Digital Marketing;Template;66;4;264;China;Kajabi;Organic Search;6
07/06/2024;Millisent;Female;Productivity Booster Pack;Coaching Program;101;1;101;Sri Lanka;Direct;TikTok;3
11/12/2024;Rowan;Male;Content Calendar Pro;Subscription;64;4;256;Brazil;Shopify;Paid Ads;1
6/19/2025;Benni;Female;Notion Second Brain;E-book;139;4;556;Germany;Gumroad;YouTube;0
01/02/2025;Della;Female;Masterclass: Digital Marketing;Template;42;5;210;China;ClickFunnels;YouTube;1
04/08/2025;Ginni;Female;Project Management Toolkit;Coaching Program;99;5;495;Russia;Teachable;Organic Search;3
12/28/2024;Chaddie;Male;Ultimate Planner Hub;Course;56;2;112;Canada;ClickFunnels;Instagram;2
6/19/2025;Raleigh;Male;Webinar: Launch Your First Course;E-book;84;1;84;Czech Republic;Teachable;YouTube;4
1/17/2025;Richmound;Male;AI Course for Beginners;Template;66;4;264;Poland;Direct;TikTok;0
3/16/2025;Stephannie;Female;Webinar: Launch Your First Course;Webinar;90;3;270;China;Direct;Facebook Ads;1
8/31/2024;Lillis;Bigender;Ultimate Planner Hub;Course;71;2;142;China;Direct;Instagram;10
09/12/2024;Jamil;Male;Content Calendar Pro;Course;32;5;160;Syria;Direct;YouTube;4
6/15/2025;Emmet;Male;Ultimate Planner Hub;Coaching Program;36;2;72;Tanzania;Shopify;Paid Ads;8
01/12/2025;Peggi;Female;AI Course for Beginners;Webinar;55;4;220;China;Teachable;TikTok;10
12/27/2024;Burg;Male;Habit Tracker for Creators;Course;36;4;144;China;Gumroad;Email;1
10/03/2024;Del;Non-binary;Masterclass: Digital Marketing;Webinar;22;3;66;Guatemala;Shopify;YouTube;9
12/01/2024;Nye;Male;AI Course for Beginners;E-book;118;3;354;Philippines;Gumroad;Facebook Ads;4
02/02/2025;Andie;Female;Masterclass: Digital Marketing;Subscription;21;1;21;Russia;Teachable;Affiliate;5
4/18/2025;Phil;Female;Productivity Booster Pack;Template;125;4;500;China;Teachable;Paid Ads;8
11/02/2024;Rusty;Male;Masterclass: Digital Marketing;E-book;133;4;532;Poland;Gumroad;Paid Ads;3
05/11/2025;Deana;Genderqueer;Masterclass: Digital Marketing;Coaching Program;92;5;460;Ukraine;Teachable;Organic Search;4
1/30/2025;Jackqueline;Female;Ultimate Planner Hub;Webinar;69;2;138;Myanmar;Shopify;Instagram;5
6/15/2025;Fonz;Male;Content Calendar Pro;Course;79;1;79;Thailand;Direct;Paid Ads;1
02/12/2025;Imelda;Female;Webinar: Launch Your First Course;Course;116;2;232;Philippines;Direct;Email;8
3/29/2025;Elvera;Female;Ultimate Planner Hub;Template;83;5;415;Guatemala;Shopify;Instagram;1
8/21/2024;Fran;Male;Webinar: Launch Your First Course;Webinar;145;4;580;Portugal;Shopify;YouTube;2
12/02/2024;Tersina;Female;Content Calendar Pro;Coaching Program;72;1;72;Portugal;Shopify;Affiliate;1
9/21/2024;Bronson;Male;Content Calendar Pro;Template;61;4;244;China;Teachable;TikTok;7
07/07/2024;Lindsay;Male;Habit Tracker for Creators;Subscription;149;3;447;Ireland;Shopify;Affiliate;7
01/09/2025;Beatrisa;Female;Project Management Toolkit;Template;67;2;134;Philippines;Gumroad;Organic Search;10
12/27/2024;Desi;Male;Financial Tracker;Template;47;5;235;Brazil;ClickFunnels;Affiliate;6
12/06/2024;Rae;Female;Habit Tracker for Creators;Template;116;2;232;Indonesia;Shopify;Instagram;5
09/12/2024;Orville;Male;AI Course for Beginners;Coaching Program;52;2;104;Indonesia;ClickFunnels;Instagram;3
1/25/2025;Tucker;Male;Habit Tracker for Creators;Template;21;3;63;France;Shopify;Facebook Ads;3
5/21/2025;Gerti;Female;AI Course for Beginners;E-book;45;5;225;Indonesia;ClickFunnels;Organic Search;9
11/19/2024;Lennie;Male;Project Management Toolkit;Subscription;44;2;88;Peru;Shopify;Facebook Ads;7
07/07/2024;Rick;Male;Financial Tracker;E-book;107;5;535;France;Gumroad;Email;6
03/11/2025;Clint;Male;Productivity Booster Pack;Coaching Program;85;1;85;Russia;Gumroad;Paid Ads;9
10/23/2024;Marven;Male;Productivity Booster Pack;Template;105;5;525;Indonesia;Gumroad;TikTok;10
12/01/2024;Gayle;Male;Financial Tracker;Coaching Program;124;4;496;China;Kajabi;Email;2
5/26/2025;Vladimir;Non-binary;Ultimate Planner Hub;Course;129;1;129;Philippines;ClickFunnels;Affiliate;0
1/31/2025;Jania;Female;Notion Second Brain;Course;53;4;212;Poland;Direct;Affiliate;5
10/30/2024;Dorolice;Female;Content Calendar Pro;E-book;103;2;206;Greece;Shopify;Email;7
11/10/2024;Donalt;Male;Masterclass: Digital Marketing;Template;46;1;46;Bangladesh;Shopify;YouTube;4
2/20/2025;Marc;Male;Ultimate Planner Hub;Template;33;4;132;Ivory Coast;Shopify;Affiliate;5
8/19/2024;Nelson;Male;Financial Tracker;Template;91;3;273;China;ClickFunnels;Facebook Ads;6
10/22/2024;Waylan;Male;Productivity Booster Pack;E-book;64;1;64;China;Teachable;Facebook Ads;2
11/16/2024;Hazel;Female;Notion Second Brain;Subscription;105;5;525;Uganda;Kajabi;Email;1
4/23/2025;Diana;Female;Webinar: Launch Your First Course;Subscription;68;3;204;New Zealand;Kajabi;TikTok;6
03/09/2025;Elmo;Male;Notion Second Brain;E-book;57;2;114;Yemen;Teachable;Instagram;0
12/27/2024;Piotr;Male;Project Management Toolkit;Subscription;143;3;429;China;Direct;YouTube;6
10/10/2024;Katrine;Female;Financial Tracker;Subscription;94;4;376;Philippines;Direct;Email;3
12/06/2024;Morgen;Male;Ultimate Planner Hub;E-book;91;2;182;Kazakhstan;Teachable;Organic Search;9
11/29/2024;Carmel;Female;Habit Tracker for Creators;Coaching Program;100;2;200;Serbia;ClickFunnels;Instagram;6
11/15/2024;Minnnie;Female;Habit Tracker for Creators;E-book;143;3;429;Albania;ClickFunnels;Affiliate;7
3/23/2025;Charley;Male;Financial Tracker;Coaching Program;35;1;35;Guinea;Kajabi;Affiliate;0
06/05/2025;Chloe;Female;Masterclass: Digital Marketing;Course;127;2;254;China;Direct;Organic Search;10
1/20/2025;Prissie;Female;Project Management Toolkit;Course;81;4;324;Brazil;ClickFunnels;Affiliate;5
06/01/2025;Neille;Genderfluid;Project Management Toolkit;Coaching Program;121;4;484;Czech Republic;ClickFunnels;Email;7
04/11/2025;Bebe;Female;Masterclass: Digital Marketing;Coaching Program;53;2;106;China;Direct;Affiliate;4
09/11/2024;Daniella;Bigender;Project Management Toolkit;Course;142;5;710;Philippines;Gumroad;Affiliate;9
01/11/2025;Gayle;Male;Habit Tracker for Creators;E-book;43;3;129;Indonesia;Shopify;Affiliate;7
5/22/2025;Ronny;Genderqueer;Notion Second Brain;Template;109;4;436;Cuba;Shopify;Instagram;6
2/21/2025;Matias;Male;Productivity Booster Pack;Template;30;2;60;South Africa;Direct;Organic Search;4
02/03/2025;Abby;Female;Financial Tracker;Coaching Program;91;1;91;China;Direct;Facebook Ads;8
1/25/2025;Izaak;Male;Masterclass: Digital Marketing;Template;143;2;286;Indonesia;Teachable;Affiliate;4
1/31/2025;Brittany;Female;Ultimate Planner Hub;E-book;69;5;345;Russia;Direct;Paid Ads;5
7/25/2024;Gwyn;Bigender;Webinar: Launch Your First Course;Subscription;141;3;423;Russia;Teachable;Instagram;9
6/23/2025;Sayre;Female;Masterclass: Digital Marketing;Course;30;4;120;Colombia;ClickFunnels;Affiliate;3
11/15/2024;Kimble;Male;AI Course for Beginners;Subscription;112;2;224;Chad;Direct;Paid Ads;1
06/05/2025;Emmalynn;Female;Project Management Toolkit;Coaching Program;105;4;420;Pakistan;Gumroad;YouTube;7
9/30/2024;Deanna;Female;AI Course for Beginners;Coaching Program;44;4;176;Bosnia and Herzegovina;Teachable;TikTok;10
07/10/2024;Melesa;Female;Content Calendar Pro;Subscription;147;5;735;Indonesia;Direct;Paid Ads;4
04/07/2025;Karlotta;Female;Content Calendar Pro;E-book;145;2;290;China;Kajabi;YouTube;3
09/10/2024;Waverley;Male;Ultimate Planner Hub;Template;100;4;400;Philippines;Direct;Affiliate;1
6/17/2025;Jenine;Female;Masterclass: Digital Marketing;Course;97;3;291;Colombia;Shopify;Affiliate;8
11/08/2024;Cammie;Female;Habit Tracker for Creators;E-book;70;2;140;Portugal;Gumroad;Instagram;2
05/03/2025;Bekki;Female;Productivity Booster Pack;Template;127;1;127;Portugal;Shopify;TikTok;3
12/07/2024;Nadeen;Female;Content Calendar Pro;E-book;143;3;429;France;Gumroad;Email;1
5/21/2025;Abram;Male;Financial Tracker;Course;48;2;96;Indonesia;Direct;Email;1
5/23/2025;Franny;Male;Masterclass: Digital Marketing;Coaching Program;21;2;42;Philippines;ClickFunnels;Affiliate;7
1/27/2025;Moira;Female;Project Management Toolkit;Template;115;3;345;Brazil;Shopify;Facebook Ads;1
06/03/2025;Dorian;Female;Notion Second Brain;Coaching Program;97;2;194;Albania;ClickFunnels;Organic Search;9
04/09/2025;Riane;Female;Webinar: Launch Your First Course;Subscription;112;1;112;Poland;Direct;Affiliate;7
9/24/2024;Erin;Male;Webinar: Launch Your First Course;Coaching Program;116;5;580;Azerbaijan;Shopify;Email;6
5/27/2025;Shanan;Male;Project Management Toolkit;E-book;98;2;196;China;Teachable;Organic Search;1
09/10/2024;Emmaline;Female;Content Calendar Pro;Coaching Program;129;1;129;Tunisia;Gumroad;Instagram;1
8/20/2024;Flossi;Female;Webinar: Launch Your First Course;Course;83;3;249;Philippines;Kajabi;Affiliate;6
02/01/2025;Beale;Male;Webinar: Launch Your First Course;Webinar;118;4;472;Colombia;Gumroad;Instagram;5
10/15/2024;Auguste;Female;Financial Tracker;Coaching Program;108;5;540;France;Shopify;Affiliate;3
12/20/2024;Jeno;Male;Masterclass: Digital Marketing;Coaching Program;49;3;147;Kenya;ClickFunnels;YouTube;3
02/06/2025;Gabby;Male;Financial Tracker;E-book;89;1;89;Thailand;Gumroad;TikTok;4
01/02/2025;Isac;Male;Project Management Toolkit;E-book;148;3;444;Brazil;Direct;Affiliate;8
08/08/2024;Shandeigh;Female;Project Management Toolkit;Webinar;110;3;330;China;Gumroad;YouTube;2
02/06/2025;Corena;Female;Notion Second Brain;Subscription;144;3;432;Indonesia;ClickFunnels;Paid Ads;0
8/13/2024;Ware;Male;Webinar: Launch Your First Course;Coaching Program;112;3;336;Costa Rica;ClickFunnels;Instagram;1
03/09/2025;Rockwell;Male;Project Management Toolkit;E-book;144;3;432;Indonesia;Gumroad;Email;2
09/07/2024;Alain;Male;Notion Second Brain;Coaching Program;121;4;484;Greece;Kajabi;Organic Search;4
3/14/2025;Tiffani;Female;Productivity Booster Pack;Coaching Program;75;5;375;Indonesia;Teachable;Instagram;0
03/12/2025;Cecilia;Female;Productivity Booster Pack;Subscription;35;4;140;Poland;Kajabi;TikTok;1
3/26/2025;Edee;Female;Productivity Booster Pack;Webinar;25;5;125;Vietnam;ClickFunnels;Email;6
9/18/2024;Aubrey;Female;Habit Tracker for Creators;Subscription;86;3;258;Peru;ClickFunnels;Paid Ads;9
05/04/2025;Mata;Male;AI Course for Beginners;E-book;33;5;165;Indonesia;Gumroad;TikTok;10
7/26/2024;Sheppard;Male;Webinar: Launch Your First Course;E-book;46;5;230;Belarus;Kajabi;YouTube;7
1/28/2025;Raquela;Female;Webinar: Launch Your First Course;Webinar;44;3;132;Indonesia;Kajabi;Instagram;6
6/22/2025;Wenona;Female;AI Course for Beginners;Course;36;2;72;Belarus;Shopify;Instagram;3
10/21/2024;Gypsy;Female;Notion Second Brain;E-book;79;5;395;China;Kajabi;Organic Search;3
04/05/2025;Yuma;Male;Productivity Booster Pack;Template;36;4;144;United States;Shopify;Paid Ads;2
9/24/2024;Aurelea;Female;Content Calendar Pro;Webinar;72;2;144;Croatia;Gumroad;Organic Search;1
9/27/2024;Chrotoem;Male;Content Calendar Pro;Webinar;148;3;444;United States;Direct;TikTok;7
11/19/2024;Kyle;Female;Financial Tracker;Subscription;128;1;128;Cayman Islands;Shopify;Organic Search;5
6/21/2025;Marielle;Female;Webinar: Launch Your First Course;Course;106;4;424;China;Gumroad;Affiliate;4
9/29/2024;Nikita;Male;Habit Tracker for Creators;Course;143;2;286;Brazil;ClickFunnels;Organic Search;4
3/30/2025;Prue;Female;Financial Tracker;Coaching Program;105;2;210;Peru;Teachable;YouTube;1
2/22/2025;Heindrick;Male;Project Management Toolkit;Webinar;23;4;92;Russia;Kajabi;Facebook Ads;8
12/11/2024;Mae;Female;Project Management Toolkit;Webinar;99;4;396;Finland;ClickFunnels;Paid Ads;3
12/24/2024;Whitaker;Male;Ultimate Planner Hub;Course;76;5;380;Indonesia;Teachable;TikTok;2
2/20/2025;Inger;Genderqueer;Project Management Toolkit;Subscription;96;4;384;China;ClickFunnels;Email;4
08/09/2024;Grayce;Female;Productivity Booster Pack;E-book;28;3;84;Zambia;Shopify;TikTok;10
10/15/2024;Pancho;Polygender;Financial Tracker;E-book;102;4;408;Afghanistan;Teachable;Email;7
11/12/2024;Gilberto;Male;Notion Second Brain;Webinar;64;2;128;Russia;Teachable;YouTube;10
10/24/2024;Larry;Male;Webinar: Launch Your First Course;Course;149;4;596;France;Shopify;Email;3
11/16/2024;Cherye;Female;Project Management Toolkit;Coaching Program;24;1;24;China;Shopify;Instagram;5
5/17/2025;Franky;Male;Webinar: Launch Your First Course;Subscription;146;3;438;China;Kajabi;YouTube;0
10/05/2024;Lelia;Female;Webinar: Launch Your First Course;Webinar;99;1;99;Poland;Shopify;TikTok;0
3/17/2025;Ludovika;Polygender;Masterclass: Digital Marketing;Coaching Program;97;1;97;Russia;ClickFunnels;Paid Ads;8
